Inception_BN cifar100
Title     Org_acc     Org_gen_acc     FGSM_acc     FGSM_gen_acc     PGD_acc     PGD_gen_acc     Time
Full      77.980000     99.218750     18.830000     40.039062     3.130000     5.562500     154.64s
INT_2     1.000000     1.007812     1.000000     1.007812     1.000000     1.007812     275.26s
INT_3     0.970000     0.921875     0.860000     0.929688     0.940000     0.804688     323.32s
INT_4     5.930000     5.570312     2.190000     2.085938     1.700000     1.742188     323.53s
INT_5     59.110000     65.851562     12.880000     21.023438     5.560000     9.343750     324.01s
INT_6     74.500000     94.546875     19.920000     42.367188     5.400000     11.492188     288.96s
INT_7     76.990000     98.937500     19.450000     39.445312     4.220000     7.023438     324.45s
INT_8     77.730000     99.179688     19.070000     40.859375     3.550000     6.578125     324.55s
INT_9     77.930000     99.164062     18.980000     40.039062     3.310000     5.687500     324.50s
INT_10     77.880000     99.257812     18.930000     40.273438     3.130000     5.625000     314.12s
INT_11     77.950000     99.218750     18.930000     40.101562     3.140000     5.531250     312.54s
INT_12     77.960000     99.218750     19.130000     40.218750     3.120000     5.546875     313.09s
INT_13     77.990000     99.226562     19.000000     40.250000     3.160000     5.492188     316.49s
INT_14     77.980000     99.226562     18.930000     40.164062     3.120000     5.570312     320.60s
INT_15     77.980000     99.226562     18.920000     40.132812     3.140000     5.531250     325.56s
INT_16     77.980000     99.226562     18.890000     40.210938     3.110000     5.476562     315.73s
POT_2     1.000000     1.007812     1.000000     1.007812     1.000000     1.007812     435.28s
POT_3     1.150000     1.140625     0.960000     1.078125     1.020000     1.140625     498.34s
POT_4     3.800000     1.343750     1.730000     1.093750     1.030000     1.195312     636.46s
POT_5     5.030000     2.296875     2.540000     1.085938     1.610000     0.789062     901.41s
POT_6     5.960000     2.476562     2.710000     1.695312     1.250000     1.085938     1415.18s
POT_7     2.390000     1.039062     1.230000     1.007812     0.880000     1.007812     2471.09s
POT_8     6.220000     1.773438     2.510000     1.398438     1.340000     1.085938     4551.56s
FLOAT_3_E1     0.960000     1.109375     0.910000     0.992188     0.950000     1.109375     498.34s
FLOAT_4_E1     3.570000     2.929688     2.050000     1.710938     1.180000     2.609375     633.97s
FLOAT_4_E2     28.950000     22.554688     6.260000     7.453125     3.270000     3.937500     634.64s
FLOAT_5_E1     10.690000     1.164062     3.430000     1.195312     1.850000     1.062500     898.78s
FLOAT_5_E2     61.230000     72.820312     13.830000     21.328125     5.350000     8.507812     898.30s
FLOAT_5_E3     60.900000     81.953125     15.790000     9.062500     5.820000     3.554688     899.82s
FLOAT_6_E1     15.700000     3.125000     5.530000     1.671875     2.630000     1.062500     1415.02s
FLOAT_6_E2     70.090000     87.679688     16.300000     33.648438     4.770000     9.835938     1414.31s
FLOAT_6_E3     72.970000     97.859375     19.570000     38.812500     5.110000     8.601562     1412.69s
FLOAT_6_E4     55.400000     79.906250     13.400000     11.304688     4.200000     2.929688     1414.91s
FLOAT_7_E1     29.910000     9.406250     8.630000     2.367188     3.470000     1.140625     2469.52s
FLOAT_7_E2     73.490000     95.312500     18.040000     36.976562     4.630000     8.437500     2470.05s
FLOAT_7_E3     76.560000     98.921875     19.060000     39.671875     4.010000     6.445312     2472.60s
FLOAT_7_E4     73.870000     97.906250     19.750000     35.000000     5.260000     7.093750     2556.43s
FLOAT_7_E5     45.870000     45.304688     14.610000     6.484375     6.140000     2.796875     2590.43s
FLOAT_8_E1     33.140000     7.390625     8.690000     2.351562     3.500000     1.125000     4667.34s
FLOAT_8_E2     74.600000     96.218750     18.330000     37.414062     4.360000     8.554688     4714.86s
FLOAT_8_E3     77.590000     99.234375     18.710000     40.289062     3.630000     5.664062     4641.09s
FLOAT_8_E4     76.610000     99.007812     19.390000     38.476562     3.910000     6.210938     4643.28s
FLOAT_8_E5     73.930000     98.414062     19.920000     39.406250     5.070000     9.812500     4641.37s
FLOAT_8_E6     55.500000     88.062500     15.590000     19.796875     4.930000     6.828125     4637.62s
